user_id,item_id,interaction,Date
user_1,234,1,2009-07-15
user_1,235,1,2009-07-16
user_1,237,1,2009-07-20
user_1,238,1,2009-07-21
user_1,240,1,2009-07-23
user_1,242,1,2009-07-27
user_1,244,1,2009-07-29
user_1,245,1,2009-07-30
user_1,246,1,2009-07-31
user_1,247,1,2009-08-03
user_1,248,1,2009-08-04
user_1,249,1,2009-08-05
user_1,250,1,2009-08-06
user_1,252,1,2009-08-10
user_1,256,1,2009-08-14
user_1,262,1,2009-08-24
user_1,263,1,2009-08-25
user_1,269,1,2009-09-02
user_1,271,1,2009-09-04
user_1,274,1,2009-09-10
user_1,275,1,2009-09-11
user_1,276,1,2009-09-14
user_1,277,1,2009-09-15
user_1,278,1,2009-09-16
user_1,279,1,2009-09-17
user_1,281,1,2009-09-21
user_1,282,1,2009-09-22
user_1,287,1,2009-09-29
user_1,288,1,2009-09-30
user_1,289,1,2009-10-01
user_1,290,1,2009-10-02
user_1,295,1,2009-10-09
user_1,296,1,2009-10-12
user_1,297,1,2009-10-13
user_1,298,1,2009-10-14
user_1,300,1,2009-10-16
user_1,301,1,2009-10-19
user_1,302,1,2009-10-20
user_1,304,1,2009-10-22
user_1,305,1,2009-10-23
user_1,313,1,2009-11-04
user_1,316,1,2009-11-09
user_1,318,1,2009-11-11
user_1,320,1,2009-11-13
user_1,322,1,2009-11-17
user_1,324,1,2009-11-19
user_1,326,1,2009-11-23
user_1,331,1,2009-12-01
user_1,333,1,2009-12-03
user_1,336,1,2009-12-08
user_1,339,1,2009-12-11
user_1,341,1,2009-12-15
user_1,342,1,2009-12-16
user_1,343,1,2009-12-17
user_1,344,1,2009-12-18
user_1,347,1,2009-12-23
user_1,348,1,2009-12-24
user_1,349,1,2009-12-28
user_1,353,1,2010-01-04
user_1,355,1,2010-01-06
user_1,357,1,2010-01-08
user_1,358,1,2010-01-11
user_1,359,1,2010-01-12
user_1,360,1,2010-01-13
user_1,361,1,2010-01-14
user_1,363,1,2010-01-19
user_1,364,1,2010-01-20
user_1,365,1,2010-01-21
user_1,366,1,2010-01-22
user_1,368,1,2010-01-26
user_1,375,1,2010-02-04
user_1,377,1,2010-02-08
user_1,381,1,2010-02-12
user_1,382,1,2010-02-16
user_1,383,1,2010-02-17
user_1,384,1,2010-02-18
user_1,385,1,2010-02-19
user_1,386,1,2010-02-22
user_1,392,1,2010-03-02
user_1,394,1,2010-03-04
user_1,395,1,2010-03-05
user_1,396,1,2010-03-08
user_1,398,1,2010-03-10
user_1,399,1,2010-03-11
user_1,400,1,2010-03-12
user_1,401,1,2010-03-15
user_1,402,1,2010-03-16
user_1,405,1,2010-03-19
user_1,406,1,2010-03-22
user_1,407,1,2010-03-23
user_1,409,1,2010-03-25
user_1,411,1,2010-03-29
user_1,414,1,2010-04-01
user_1,415,1,2010-04-05
user_1,416,1,2010-04-06
user_1,419,1,2010-04-09
user_1,421,1,2010-04-13
user_1,422,1,2010-04-14
user_1,423,1,2010-04-15
user_1,425,1,2010-04-19
user_1,427,1,2010-04-21
user_1,429,1,2010-04-23
user_1,430,1,2010-04-26
user_1,432,1,2010-04-28
user_1,435,1,2010-05-03
user_1,436,1,2010-05-04
user_1,453,1,2010-05-27
user_1,457,1,2010-06-03
user_1,460,1,2010-06-08
user_1,461,1,2010-06-09
user_1,463,1,2010-06-11
user_1,464,1,2010-06-14
user_1,465,1,2010-06-15
user_1,466,1,2010-06-16
user_1,467,1,2010-06-17
user_1,469,1,2010-06-21
user_1,470,1,2010-06-22
user_1,472,1,2010-06-24
user_1,473,1,2010-06-25
user_1,480,1,2010-07-07
user_1,481,1,2010-07-08
user_1,482,1,2010-07-09
user_1,486,1,2010-07-15
user_1,491,1,2010-07-22
user_1,492,1,2010-07-23
user_1,493,1,2010-07-26
user_1,494,1,2010-07-27
user_1,496,1,2010-07-29
user_1,497,1,2010-07-30
user_1,498,1,2010-08-02
user_1,499,1,2010-08-03
user_1,500,1,2010-08-04
user_1,501,1,2010-08-05
user_1,502,1,2010-08-06
user_1,504,1,2010-08-10
user_1,506,1,2010-08-12
user_1,508,1,2010-08-16
user_1,509,1,2010-08-17
user_1,510,1,2010-08-18
user_1,511,1,2010-08-19
user_1,516,1,2010-08-26
user_1,517,1,2010-08-27
user_1,518,1,2010-08-30
user_1,521,1,2010-09-02
user_1,527,1,2010-09-13
user_1,528,1,2010-09-14
user_1,529,1,2010-09-15
user_1,530,1,2010-09-16
user_1,531,1,2010-09-17
user_1,532,1,2010-09-20
user_1,533,1,2010-09-21
user_1,534,1,2010-09-22
user_1,536,1,2010-09-24
user_1,537,1,2010-09-27
user_1,538,1,2010-09-28
user_1,539,1,2010-09-29
user_1,542,1,2010-10-04
user_1,543,1,2010-10-05
user_1,544,1,2010-10-06
user_1,545,1,2010-10-07
user_1,547,1,2010-10-11
user_1,548,1,2010-10-12
user_1,549,1,2010-10-13
user_1,550,1,2010-10-14
user_1,552,1,2010-10-18
user_1,555,1,2010-10-21
user_1,556,1,2010-10-22
user_1,558,1,2010-10-26
user_1,559,1,2010-10-27
user_1,561,1,2010-10-29
user_1,562,1,2010-11-01
user_1,566,1,2010-11-05
user_1,568,1,2010-11-09
user_1,574,1,2010-11-17
user_1,583,1,2010-12-01
user_1,585,1,2010-12-03
user_1,586,1,2010-12-06
user_1,588,1,2010-12-08
user_1,589,1,2010-12-09
user_1,591,1,2010-12-13
user_1,592,1,2010-12-14
user_1,594,1,2010-12-16
user_1,597,1,2010-12-21
user_1,598,1,2010-12-22
user_1,600,1,2010-12-27
user_1,605,1,2011-01-03
user_1,606,1,2011-01-04
user_1,608,1,2011-01-06
user_1,609,1,2011-01-07
user_1,611,1,2011-01-11
user_1,615,1,2011-01-18
user_1,616,1,2011-01-19
user_1,617,1,2011-01-20
user_1,619,1,2011-01-24
user_1,620,1,2011-01-25
user_1,621,1,2011-01-26
user_1,622,1,2011-01-27
user_1,623,1,2011-01-28
user_1,625,1,2011-02-01
user_1,626,1,2011-02-02
user_1,627,1,2011-02-03
user_1,628,1,2011-02-04
user_1,629,1,2011-02-07
user_1,631,1,2011-02-09
user_1,632,1,2011-02-10
user_1,633,1,2011-02-11
user_1,634,1,2011-02-14
user_1,636,1,2011-02-16
user_1,637,1,2011-02-17
user_1,639,1,2011-02-22
user_1,643,1,2011-02-28
user_1,649,1,2011-03-08
user_1,650,1,2011-03-09
user_1,651,1,2011-03-10
user_1,655,1,2011-03-16
user_1,656,1,2011-03-17
user_1,658,1,2011-03-21
user_1,659,1,2011-03-22
user_1,660,1,2011-03-23
user_1,661,1,2011-03-24
user_1,663,1,2011-03-28
user_1,665,1,2011-03-30
user_1,667,1,2011-04-01
user_1,668,1,2011-04-04
user_1,669,1,2011-04-05
user_1,670,1,2011-04-06
user_1,678,1,2011-04-18
user_1,680,1,2011-04-20
user_1,681,1,2011-04-21
user_1,682,1,2011-04-25
user_1,683,1,2011-04-26
user_1,684,1,2011-04-27
user_1,685,1,2011-04-28
user_1,686,1,2011-04-29
user_1,687,1,2011-05-02
user_1,688,1,2011-05-03
user_1,695,1,2011-05-12
user_1,703,1,2011-05-24
user_1,704,1,2011-05-25
user_1,707,1,2011-05-31
user_1,708,1,2011-06-01
user_1,709,1,2011-06-02
user_1,713,1,2011-06-08
user_1,715,1,2011-06-10
user_1,716,1,2011-06-13
user_1,718,1,2011-06-15
user_1,719,1,2011-06-16
user_1,720,1,2011-06-17
user_1,723,1,2011-06-22
user_1,727,1,2011-06-28
user_1,728,1,2011-06-29
user_1,730,1,2011-07-01
user_1,731,1,2011-07-05
user_1,733,1,2011-07-07
user_1,734,1,2011-07-08
user_1,737,1,2011-07-13
user_1,738,1,2011-07-14
user_1,739,1,2011-07-15
user_1,742,1,2011-07-20
user_1,743,1,2011-07-21
user_1,744,1,2011-07-22
user_1,745,1,2011-07-25
user_1,749,1,2011-07-29
user_1,750,1,2011-08-01
user_1,759,1,2011-08-12
user_1,763,1,2011-08-18
user_1,768,1,2011-08-25
user_1,770,1,2011-08-29
user_1,771,1,2011-08-30
user_1,772,1,2011-08-31
user_1,775,1,2011-09-06
user_1,779,1,2011-09-12
user_1,783,1,2011-09-16
user_1,784,1,2011-09-19
user_1,789,1,2011-09-26
user_1,794,1,2011-10-03
user_1,798,1,2011-10-07
user_1,800,1,2011-10-11
user_1,801,1,2011-10-12
user_1,805,1,2011-10-18
user_1,807,1,2011-10-20
user_1,808,1,2011-10-21
user_1,809,1,2011-10-24
user_1,810,1,2011-10-25
user_1,811,1,2011-10-26
user_1,812,1,2011-10-27
user_1,815,1,2011-11-01
user_1,817,1,2011-11-03
user_1,826,1,2011-11-16
user_1,835,1,2011-11-30
user_1,837,1,2011-12-02
user_1,838,1,2011-12-05
user_1,840,1,2011-12-07
user_1,849,1,2011-12-20
user_1,851,1,2011-12-22
user_1,852,1,2011-12-23
user_1,857,1,2012-01-03
user_1,858,1,2012-01-04
user_1,859,1,2012-01-05
user_1,860,1,2012-01-06
user_1,861,1,2012-01-09
user_1,862,1,2012-01-10
user_1,864,1,2012-01-12
user_1,866,1,2012-01-17
user_1,867,1,2012-01-18
user_1,868,1,2012-01-19
user_1,872,1,2012-01-25
user_1,873,1,2012-01-26
user_1,878,1,2012-02-02
user_1,879,1,2012-02-03
user_1,880,1,2012-02-06
user_1,881,1,2012-02-07
user_1,882,1,2012-02-08
user_1,886,1,2012-02-14
user_1,888,1,2012-02-16
user_1,891,1,2012-02-22
user_1,892,1,2012-02-23
user_1,895,1,2012-02-28
user_1,901,1,2012-03-07
user_1,904,1,2012-03-12
user_1,905,1,2012-03-13
user_1,906,1,2012-03-14
user_1,908,1,2012-03-16
user_1,909,1,2012-03-19
user_1,912,1,2012-03-22
user_1,925,1,2012-04-11
user_1,926,1,2012-04-12
user_1,929,1,2012-04-17
user_1,930,1,2012-04-18
user_1,932,1,2012-04-20
user_1,933,1,2012-04-23
user_1,934,1,2012-04-24
user_1,936,1,2012-04-26
user_1,939,1,2012-05-01
user_1,944,1,2012-05-08
user_1,945,1,2012-05-09
user_1,947,1,2012-05-11
user_1,954,1,2012-05-22
user_1,956,1,2012-05-24
user_1,957,1,2012-05-25
user_1,958,1,2012-05-29
user_1,964,1,2012-06-06
user_1,965,1,2012-06-07
user_1,966,1,2012-06-08
user_1,970,1,2012-06-14
user_1,971,1,2012-06-15
user_1,974,1,2012-06-20
user_1,975,1,2012-06-21
user_1,976,1,2012-06-22
user_1,978,1,2012-06-26
user_1,980,1,2012-06-28
user_1,982,1,2012-07-02
user_1,983,1,2012-07-03
user_1,984,1,2012-07-05
user_1,989,1,2012-07-12
user_1,991,1,2012-07-16
user_1,992,1,2012-07-17
user_1,993,1,2012-07-18
user_1,995,1,2012-07-20
user_1,996,1,2012-07-23
user_1,997,1,2012-07-24
user_1,1000,1,2012-07-27
user_1,1001,1,2012-07-30
user_1,1002,1,2012-07-31
user_1,1004,1,2012-08-02
user_1,1005,1,2012-08-03
user_1,1006,1,2012-08-06
user_1,1007,1,2012-08-07
user_1,1009,1,2012-08-09
user_1,1010,1,2012-08-10
user_1,1011,1,2012-08-13
user_1,1013,1,2012-08-15
user_1,1015,1,2012-08-17
user_1,1016,1,2012-08-20
user_1,1018,1,2012-08-22
user_1,1023,1,2012-08-29
user_1,1024,1,2012-08-30
user_1,1026,1,2012-09-04
user_1,1028,1,2012-09-06
user_1,1029,1,2012-09-07
user_1,1030,1,2012-09-10
user_1,1031,1,2012-09-11
user_1,1032,1,2012-09-12
user_1,1033,1,2012-09-13
user_1,1034,1,2012-09-14
user_1,1036,1,2012-09-18
user_1,1037,1,2012-09-19
user_1,1038,1,2012-09-20
user_1,1039,1,2012-09-21
user_1,1046,1,2012-10-02
user_1,1047,1,2012-10-03
user_1,1049,1,2012-10-05
user_1,1055,1,2012-10-15
user_1,1056,1,2012-10-16
user_1,1057,1,2012-10-17
user_1,1061,1,2012-10-23
user_1,1062,1,2012-10-24
user_1,1064,1,2012-10-26
user_1,1065,1,2012-10-31
user_1,1066,1,2012-11-01
user_1,1067,1,2012-11-02
user_1,1068,1,2012-11-05
user_1,1073,1,2012-11-12
user_1,1080,1,2012-11-21
user_1,1081,1,2012-11-23
user_1,1082,1,2012-11-26
user_1,1083,1,2012-11-27
user_1,1084,1,2012-11-28
user_1,1085,1,2012-11-29
user_1,1088,1,2012-12-04
user_1,1089,1,2012-12-05
user_1,1091,1,2012-12-07
user_1,1093,1,2012-12-11
user_1,1094,1,2012-12-12
user_1,1098,1,2012-12-18
user_1,1100,1,2012-12-20
user_1,1101,1,2012-12-21
user_1,1102,1,2012-12-24
user_1,1108,1,2013-01-03
user_1,1109,1,2013-01-04
user_1,1111,1,2013-01-08
user_1,1113,1,2013-01-10
user_1,1114,1,2013-01-11
user_1,1116,1,2013-01-15
user_1,1117,1,2013-01-16
user_1,1118,1,2013-01-17
user_1,1123,1,2013-01-25
user_1,1125,1,2013-01-29
user_1,1128,1,2013-02-01
user_1,1129,1,2013-02-04
user_1,1131,1,2013-02-06
user_1,1132,1,2013-02-07
user_1,1133,1,2013-02-08
user_1,1137,1,2013-02-14
user_1,1139,1,2013-02-19
user_1,1143,1,2013-02-25
user_1,1144,1,2013-02-26
user_1,1145,1,2013-02-27
user_1,1147,1,2013-03-01
user_1,1148,1,2013-03-04
user_1,1149,1,2013-03-05
user_1,1150,1,2013-03-06
user_1,1151,1,2013-03-07
user_1,1152,1,2013-03-08
user_1,1153,1,2013-03-11
user_1,1154,1,2013-03-12
user_1,1155,1,2013-03-13
user_1,1156,1,2013-03-14
user_1,1157,1,2013-03-15
user_1,1159,1,2013-03-19
user_1,1165,1,2013-03-27
user_1,1166,1,2013-03-28
user_1,1168,1,2013-04-02
user_1,1170,1,2013-04-04
user_1,1171,1,2013-04-05
user_1,1172,1,2013-04-08
user_1,1174,1,2013-04-10
user_1,1175,1,2013-04-11
user_1,1176,1,2013-04-12
user_1,1178,1,2013-04-16
user_1,1182,1,2013-04-22
user_1,1184,1,2013-04-24
user_1,1185,1,2013-04-25
user_1,1188,1,2013-04-30
user_1,1191,1,2013-05-03
user_1,1192,1,2013-05-06
user_1,1193,1,2013-05-07
user_1,1194,1,2013-05-08
user_1,1199,1,2013-05-15
user_1,1201,1,2013-05-17
user_1,1203,1,2013-05-21
user_1,1205,1,2013-05-23
user_1,1207,1,2013-05-28
user_1,1208,1,2013-05-29
user_1,1210,1,2013-05-31
user_1,1213,1,2013-06-05
user_1,1217,1,2013-06-11
user_1,1218,1,2013-06-12
user_1,1219,1,2013-06-13
user_1,1220,1,2013-06-14
user_1,1222,1,2013-06-18
user_1,1223,1,2013-06-19
user_1,1234,1,2013-07-05
user_1,1235,1,2013-07-08
user_1,1236,1,2013-07-09
user_1,1237,1,2013-07-10
user_1,1238,1,2013-07-11
user_1,1239,1,2013-07-12
user_1,1240,1,2013-07-15
user_1,1241,1,2013-07-16
user_1,1242,1,2013-07-17
user_1,1243,1,2013-07-18
user_1,1244,1,2013-07-19
user_1,1246,1,2013-07-23
user_1,1260,1,2013-08-12
user_1,1261,1,2013-08-13
user_1,1262,1,2013-08-14
user_1,1267,1,2013-08-21
user_1,1272,1,2013-08-28
user_1,1276,1,2013-09-04
user_1,1277,1,2013-09-05
user_1,1280,1,2013-09-10
user_1,1281,1,2013-09-11
user_1,1283,1,2013-09-13
user_1,1284,1,2013-09-16
user_1,1288,1,2013-09-20
user_1,1290,1,2013-09-24
user_1,1291,1,2013-09-25
user_1,1304,1,2013-10-14
user_1,1305,1,2013-10-15
user_1,1307,1,2013-10-17
user_1,1308,1,2013-10-18
user_1,1309,1,2013-10-21
user_1,1310,1,2013-10-22
user_1,1311,1,2013-10-23
user_1,1313,1,2013-10-25
user_1,1314,1,2013-10-28
user_1,1315,1,2013-10-29
user_1,1316,1,2013-10-30
user_1,1318,1,2013-11-01
user_1,1322,1,2013-11-07
user_1,1323,1,2013-11-08
user_1,1324,1,2013-11-11
user_1,1325,1,2013-11-12
user_1,1326,1,2013-11-13
user_1,1327,1,2013-11-14
user_1,1331,1,2013-11-20
user_1,1332,1,2013-11-21
user_1,1333,1,2013-11-22
user_1,1335,1,2013-11-26
user_1,1336,1,2013-11-27
user_1,1345,1,2013-12-11
user_1,1349,1,2013-12-17
user_1,1350,1,2013-12-18
user_1,1351,1,2013-12-19
user_1,1355,1,2013-12-26
user_1,1356,1,2013-12-27
user_1,1359,1,2014-01-02
user_1,1360,1,2014-01-03
user_1,1367,1,2014-01-14
user_1,1370,1,2014-01-17
user_1,1371,1,2014-01-21
user_1,1373,1,2014-01-23
user_1,1374,1,2014-01-24
user_1,1376,1,2014-01-28
user_1,1378,1,2014-01-30
user_1,1379,1,2014-01-31
user_1,1384,1,2014-02-07
user_1,1385,1,2014-02-10
user_1,1388,1,2014-02-13
user_1,1389,1,2014-02-14
user_1,1390,1,2014-02-18
user_1,1391,1,2014-02-19
user_1,1392,1,2014-02-20
user_1,1393,1,2014-02-21
user_1,1397,1,2014-02-27
user_1,1398,1,2014-02-28
user_1,1400,1,2014-03-04
user_1,1401,1,2014-03-05
user_1,1402,1,2014-03-06
user_1,1404,1,2014-03-10
user_1,1405,1,2014-03-11
user_1,1407,1,2014-03-13
user_1,1408,1,2014-03-14
user_1,1410,1,2014-03-18
user_1,1411,1,2014-03-19
user_1,1412,1,2014-03-20
user_1,1413,1,2014-03-21
user_1,1414,1,2014-03-24
user_1,1417,1,2014-03-27
user_1,1419,1,2014-03-31
user_1,1421,1,2014-04-02
user_1,1428,1,2014-04-11
user_1,1429,1,2014-04-14
user_1,1431,1,2014-04-16
user_1,1433,1,2014-04-21
user_1,1436,1,2014-04-24
user_1,1437,1,2014-04-25
user_1,1440,1,2014-04-30
user_1,1442,1,2014-05-02
user_1,1446,1,2014-05-08
user_1,1448,1,2014-05-12
user_1,1449,1,2014-05-13
user_1,1450,1,2014-05-14
user_1,1452,1,2014-05-16
user_1,1456,1,2014-05-22
user_1,1457,1,2014-05-23
user_1,1459,1,2014-05-28
user_1,1460,1,2014-05-29
user_1,1464,1,2014-06-04
user_1,1465,1,2014-06-05
user_1,1469,1,2014-06-11
user_1,1477,1,2014-06-23
user_1,1482,1,2014-06-30
user_1,1484,1,2014-07-02
user_1,1486,1,2014-07-07
user_1,1487,1,2014-07-08
user_1,1488,1,2014-07-09
user_1,1489,1,2014-07-10
user_1,1493,1,2014-07-16
user_1,1496,1,2014-07-21
user_1,1502,1,2014-07-29
user_1,1505,1,2014-08-01
user_1,1506,1,2014-08-04
user_1,1508,1,2014-08-06
user_1,1509,1,2014-08-07
user_1,1510,1,2014-08-08
user_1,1512,1,2014-08-12
user_1,1513,1,2014-08-13
user_1,1514,1,2014-08-14
user_1,1515,1,2014-08-15
user_1,1516,1,2014-08-18
user_1,1518,1,2014-08-20
user_1,1520,1,2014-08-22
user_1,1521,1,2014-08-25
user_1,1522,1,2014-08-26
user_1,1523,1,2014-08-27
user_1,1526,1,2014-09-02
user_1,1527,1,2014-09-03
user_1,1533,1,2014-09-11
user_1,1537,1,2014-09-17
user_1,1538,1,2014-09-18
user_1,1543,1,2014-09-25
user_1,1544,1,2014-09-26
user_1,1552,1,2014-10-08
user_1,1554,1,2014-10-10
user_1,1556,1,2014-10-14
user_1,1558,1,2014-10-16
user_1,1562,1,2014-10-22
user_1,1563,1,2014-10-23
user_1,1565,1,2014-10-27
user_1,1566,1,2014-10-28
user_1,1567,1,2014-10-29
user_1,1569,1,2014-10-31
user_1,1571,1,2014-11-04
user_1,1572,1,2014-11-05
user_1,1574,1,2014-11-07
user_1,1577,1,2014-11-12
user_1,1578,1,2014-11-13
user_1,1582,1,2014-11-19
user_1,1583,1,2014-11-20
user_1,1584,1,2014-11-21
user_1,1585,1,2014-11-24
user_1,1586,1,2014-11-25
user_1,1587,1,2014-11-26
user_1,1588,1,2014-11-28
user_1,1595,1,2014-12-09
user_1,1599,1,2014-12-15
user_1,1601,1,2014-12-17
user_1,1608,1,2014-12-29
user_2,1,1,2008-08-11
user_2,6,1,2008-08-18
user_2,9,1,2008-08-21
user_2,10,1,2008-08-22
user_2,11,1,2008-08-25
user_2,13,1,2008-08-27
user_2,14,1,2008-08-28
user_2,15,1,2008-08-29
user_2,18,1,2008-09-04
user_2,19,1,2008-09-05
user_2,20,1,2008-09-08
user_2,21,1,2008-09-09
user_2,26,1,2008-09-16
user_2,27,1,2008-09-17
user_2,28,1,2008-09-18
user_2,29,1,2008-09-19
user_2,31,1,2008-09-23
user_2,33,1,2008-09-25
user_2,34,1,2008-09-26
user_2,39,1,2008-10-03
user_2,40,1,2008-10-06
user_2,41,1,2008-10-07
user_2,42,1,2008-10-08
user_2,43,1,2008-10-09
user_2,46,1,2008-10-14
user_2,47,1,2008-10-15
user_2,48,1,2008-10-16
user_2,49,1,2008-10-17
user_2,50,1,2008-10-20
user_2,51,1,2008-10-21
user_2,53,1,2008-10-23
user_2,54,1,2008-10-24
user_2,55,1,2008-10-27
user_2,59,1,2008-10-31
user_2,61,1,2008-11-04
user_2,64,1,2008-11-07
user_2,66,1,2008-11-11
user_2,67,1,2008-11-12
user_2,69,1,2008-11-14
user_2,71,1,2008-11-18
user_2,73,1,2008-11-20
user_2,74,1,2008-11-21
user_2,75,1,2008-11-24
user_2,76,1,2008-11-25
user_2,78,1,2008-11-28
user_2,79,1,2008-12-01
user_2,84,1,2008-12-08
user_2,87,1,2008-12-11
user_2,88,1,2008-12-12
user_2,89,1,2008-12-15
user_2,93,1,2008-12-19
user_2,94,1,2008-12-22
user_2,95,1,2008-12-23
user_2,97,1,2008-12-26
user_2,98,1,2008-12-29
user_2,100,1,2008-12-31
user_2,105,1,2009-01-08
user_2,107,1,2009-01-12
user_2,108,1,2009-01-13
user_2,109,1,2009-01-14
user_2,111,1,2009-01-16
user_2,112,1,2009-01-20
user_2,113,1,2009-01-21
user_2,114,1,2009-01-22
user_2,121,1,2009-02-02
user_2,122,1,2009-02-03
user_2,123,1,2009-02-04
user_2,124,1,2009-02-05
user_2,125,1,2009-02-06
user_2,126,1,2009-02-09
user_2,127,1,2009-02-10
user_2,129,1,2009-02-12
user_2,130,1,2009-02-13
user_2,131,1,2009-02-17
user_2,132,1,2009-02-18
user_2,133,1,2009-02-19
user_2,134,1,2009-02-20
user_2,135,1,2009-02-23
user_2,137,1,2009-02-25
user_2,139,1,2009-02-27
user_2,142,1,2009-03-04
user_2,143,1,2009-03-05
user_2,144,1,2009-03-06
user_2,145,1,2009-03-09
user_2,148,1,2009-03-12
user_2,150,1,2009-03-16
user_2,154,1,2009-03-20
user_2,160,1,2009-03-30
user_2,161,1,2009-03-31
user_2,163,1,2009-04-02
user_2,164,1,2009-04-03
user_2,165,1,2009-04-06
user_2,166,1,2009-04-07
user_2,171,1,2009-04-15
user_2,173,1,2009-04-17
user_2,174,1,2009-04-20
user_2,177,1,2009-04-23
user_2,178,1,2009-04-24
user_2,179,1,2009-04-27
user_2,183,1,2009-05-01
user_2,185,1,2009-05-05
user_2,191,1,2009-05-13
user_2,192,1,2009-05-14
user_2,193,1,2009-05-15
user_2,197,1,2009-05-21
user_2,199,1,2009-05-26
user_2,204,1,2009-06-02
user_2,207,1,2009-06-05
user_2,212,1,2009-06-12
user_2,213,1,2009-06-15
user_2,215,1,2009-06-17
user_2,216,1,2009-06-18
user_2,218,1,2009-06-22
user_2,219,1,2009-06-23
user_2,220,1,2009-06-24
user_2,221,1,2009-06-25
user_2,222,1,2009-06-26
user_2,225,1,2009-07-01
user_2,226,1,2009-07-02
user_2,227,1,2009-07-06
user_2,228,1,2009-07-07
user_2,230,1,2009-07-09
user_2,231,1,2009-07-10
user_2,232,1,2009-07-13
user_2,233,1,2009-07-14
user_2,234,1,2009-07-15
user_2,235,1,2009-07-16
user_2,236,1,2009-07-17
user_2,237,1,2009-07-20
user_2,241,1,2009-07-24
user_2,242,1,2009-07-27
user_2,243,1,2009-07-28
user_2,246,1,2009-07-31
user_2,249,1,2009-08-05
user_2,254,1,2009-08-12
user_2,256,1,2009-08-14
user_2,257,1,2009-08-17
user_2,259,1,2009-08-19
user_2,263,1,2009-08-25
user_2,264,1,2009-08-26
user_2,265,1,2009-08-27
user_2,268,1,2009-09-01
user_2,269,1,2009-09-02
user_2,270,1,2009-09-03
user_2,280,1,2009-09-18
user_2,284,1,2009-09-24
user_2,287,1,2009-09-29
user_2,289,1,2009-10-01
user_2,291,1,2009-10-05
user_2,295,1,2009-10-09
user_2,306,1,2009-10-26
user_2,307,1,2009-10-27
user_2,309,1,2009-10-29
user_2,310,1,2009-10-30
user_2,311,1,2009-11-02
user_2,312,1,2009-11-03
user_2,316,1,2009-11-09
user_2,329,1,2009-11-27
user_2,334,1,2009-12-04
user_2,337,1,2009-12-09
user_2,341,1,2009-12-15
user_2,343,1,2009-12-17
user_2,344,1,2009-12-18
user_2,353,1,2010-01-04
user_2,354,1,2010-01-05
user_2,357,1,2010-01-08
user_2,359,1,2010-01-12
user_2,365,1,2010-01-21
user_2,366,1,2010-01-22
user_2,367,1,2010-01-25
